r_id,ageyrs,startingocc,startingsector,endingocc,endingsector,abswagech3,sectorchgto_mgmt,gender,Education at start,Education at end,Starting occupational cluster,Alternate starting occupational cluster,path
1403,19.833334,5240,Office & Admin Sppt,5240.0,Office & Admin Sppt,10.436049,0,F,1,0,Office & Admin Sppt,,5240
1319,24.916666,5240,Office & Admin Sppt,5240.0,Office & Admin Sppt,0.059163094,0,F,1,1,Office & Admin Sppt,,5240
269,19.166666,5860,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5860, 'Unemployed', 4720, 'Unemployed', 4610, 'Unemployed'"
1740032p,26.0,5360,Office & Admin Sppt,5360.0,Office & Admin Sppt,4.0216103,0,F,1,1,Office & Admin Sppt,,5360
2929,18.75,5620,Office & Admin Sppt,5620.0,Office & Admin Sppt,2.2932186,0,F,0,2,Office & Admin Sppt,,"5620, 1540, 5620"
5392031p,29.0,5000,Office & Admin Sppt,2710.0,All other,-4.233242,0,F,1,1,Office & Admin Sppt,,"5000, 2710"
2137175p,27.0,5120,Office & Admin Sppt,5120.0,Office & Admin Sppt,-1.6179295,0,F,1,1,Office & Admin Sppt,,5120
6073034p,21.0,5240,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5240, 'Unemployed', 5240, 'Unemployed'"
3592,19.416666,5230,Office & Admin Sppt,5230.0,Office & Admin Sppt,3.062911,0,M,1,1,Office & Admin Sppt,,"5230, 2340, 5230"
1203174p,31.0,5000,Office & Admin Sppt,5700.0,Office & Admin Sppt,3.1587715,0,F,1,1,Office & Admin Sppt,,"5000, 5700"
2586031p,24.0,5620,Office & Admin Sppt,5540.0,Office & Admin Sppt,5.2211399,0,M,3,3,Office & Admin Sppt,,"5620, 'Unemployed', 5620, 'Unemployed', 5540"
97,20.0,5810,Office & Admin Sppt,,Not Employed,,0,M,1,2,Office & Admin Sppt,,"5810, 'Student'"
3666,24.166666,5700,Office & Admin Sppt,220.0,Construction,1.7483177,0,M,1,1,Office & Admin Sppt,,"5700, 'Unemployed', 5520, 220"
5086,25.25,5810,Office & Admin Sppt,4710.0,Sales,-1.8986568,0,F,1,1,Office & Admin Sppt,,"5810, 4710"
2248172p,27.0,5140,Office & Admin Sppt,800.0,Mgmt/Biz/Financial,2.6811905,0,F,1,1,Office & Admin Sppt,,"5140, 800"
5669,20.833334,5620,Office & Admin Sppt,,Not Employed,,0,M,1,1,Office & Admin Sppt,,"5620, 'Unemployed'"
193,20.833334,5240,Office & Admin Sppt,5120.0,Office & Admin Sppt,-2.4243164,0,F,1,1,Office & Admin Sppt,,"5240, 'Unemployed', 3640, 'Unemployed', 5400, 5240, 5120"
1740175p,27.0,5700,Office & Admin Sppt,5700.0,Office & Admin Sppt,1.491437,0,F,1,1,Office & Admin Sppt,,5700
3572,31.5,5350,Office & Admin Sppt,5350.0,Office & Admin Sppt,1.8285923,0,M,1,1,Office & Admin Sppt,,5350
5307,18.75,5820,Office & Admin Sppt,,Not Employed,,0,F,0,1,Office & Admin Sppt,,"5820, 'Student', 3600, 'Student', 5820, 'Student'"
2686,19.666666,5400,Office & Admin Sppt,430.0,Mgmt/Biz/Financial,1.6427555,1,F,1,1,Office & Admin Sppt,,"5400, 430"
7142,18.666666,5820,Office & Admin Sppt,,Not Employed,,0,F,0,1,Office & Admin Sppt,,"5820, 'Unemployed'"
6231184p,23.0,5000,Office & Admin Sppt,5000.0,Office & Admin Sppt,-0.52433777,0,F,0,0,Office & Admin Sppt,,5000
1663034p,23.0,5700,Office & Admin Sppt,5200.0,Office & Admin Sppt,7.5902042,0,F,3,3,Office & Admin Sppt,,"5700, 5200"
14031p,19.0,5400,Office & Admin Sppt,5100.0,Office & Admin Sppt,12.156307,0,F,1,1,Office & Admin Sppt,,"5400, 'Unemployed', 5000, 'Unemployed', 5100"
2936,30.5,5400,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5400, 'Unemployed'"
18185p,30.0,5700,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5700, 6320, 'Unemployed'"
1303179p,31.0,5000,Office & Admin Sppt,110.0,IT,0.94445801,0,F,3,3,Office & Admin Sppt,,"5000, 110"
3007170p,22.0,5240,Office & Admin Sppt,120.0,Mgmt/Biz/Financial,13.276905,1,F,3,3,Office & Admin Sppt,,"5240, 120"
2674171p,29.0,5840,Office & Admin Sppt,120.0,Mgmt/Biz/Financial,-3.007782,1,M,3,3,Office & Admin Sppt,,"5840, 120"
3237172p,29.0,5240,Office & Admin Sppt,5240.0,Office & Admin Sppt,-1.7089386,0,F,1,1,Office & Admin Sppt,,5240
1862171p,31.0,5550,Office & Admin Sppt,5550.0,Office & Admin Sppt,-1.222456,0,M,1,1,Office & Admin Sppt,,5550
1411031p,34.0,5820,Office & Admin Sppt,5810.0,Office & Admin Sppt,0.50922012,0,F,1,1,Office & Admin Sppt,,"5820, 5810"
5640174p,23.0,5700,Office & Admin Sppt,2310.0,Educ/Legal/Social Services,3.2910137,0,F,3,3,Office & Admin Sppt,,"5700, 2310"
1316,23.833334,5860,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5860, 'Unemployed'"
1411,18.833334,5510,Office & Admin Sppt,5700.0,Office & Admin Sppt,-3.1462097,0,F,1,1,Office & Admin Sppt,,"5510, 'Student', 5920, 'Student', 5700"
2494,22.166666,5000,Office & Admin Sppt,2340.0,Educ/Legal/Social Services,11.659044,0,F,1,1,Office & Admin Sppt,,"5000, 620, 2340"
1411045p,23.0,5560,Office & Admin Sppt,9810.0,All other,-5.7566833,0,F,1,1,Office & Admin Sppt,,"5560, 9810"
7026,22.75,5000,Office & Admin Sppt,800.0,Mgmt/Biz/Financial,13.523796,0,F,3,3,Office & Admin Sppt,,"5000, 800"
8141,22.5,5850,Office & Admin Sppt,2300.0,Educ/Legal/Social Services,3.3796072,0,F,0,0,Office & Admin Sppt,,"5850, 'Unemployed', 2300"
4111,20.083334,5240,Office & Admin Sppt,910.0,Mgmt/Biz/Financial,0.71953773,0,F,1,1,Office & Admin Sppt,,"5240, 910"
2132171p,33.0,5240,Office & Admin Sppt,4850.0,Sales,8.5717201,0,M,3,3,Office & Admin Sppt,,"5240, 4850"
5216171p,23.0,5360,Office & Admin Sppt,620.0,Mgmt/Biz/Financial,3.7390699,0,F,3,3,Office & Admin Sppt,,"5360, 620"
3614,22.166666,5400,Office & Admin Sppt,5400.0,Office & Admin Sppt,0.3696146,0,F,1,3,Office & Admin Sppt,,"5400, 'Student', 5400, 800, 5400, 800, 5400"
1769,25.583334,5840,Office & Admin Sppt,5930.0,Office & Admin Sppt,5.8828411,0,F,3,3,Office & Admin Sppt,,"5840, 5930, 5840, 5930"
338,18.75,5400,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5400, 'Student', 2630, 'Student'"
515,23.666666,5240,Office & Admin Sppt,5240.0,Office & Admin Sppt,3.2341814,0,F,1,1,Office & Admin Sppt,,5240
5662,18.0,5620,Office & Admin Sppt,5930.0,Office & Admin Sppt,6.61203,0,F,0,1,Office & Admin Sppt,,"5620, 4840, 5160, 5240, 5930"
84036p,18.0,5010,Office & Admin Sppt,5010.0,Office & Admin Sppt,0.69518852,0,F,1,1,Office & Admin Sppt,,5010
8904,28.0,5000,Office & Admin Sppt,540.0,Mgmt/Biz/Financial,17.056074,0,F,3,3,Office & Admin Sppt,,"5000, 540"
4825,18.333334,5700,Office & Admin Sppt,5700.0,Office & Admin Sppt,8.6309338,0,F,0,1,Office & Admin Sppt,,5700
1152182p,34.0,5600,Office & Admin Sppt,,Not Employed,,0,M,3,3,Office & Admin Sppt,,"5600, 'Unemployed'"
6616,18.583334,5400,Office & Admin Sppt,5160.0,Office & Admin Sppt,7.8183212,0,F,0,1,Office & Admin Sppt,,"5400, 'Unemployed', 'Student', 'Unemployed', 5400, 5160"
5197,24.916666,5810,Office & Admin Sppt,5810.0,Office & Admin Sppt,1.0420055,0,M,1,3,Office & Admin Sppt,,"5810, 'Student', 5810"
749031p,32.0,5120,Office & Admin Sppt,,Not Employed,,0,F,2,2,Office & Admin Sppt,,"5120, 'Unemployed', 5120, 'Unemployed'"
464,20.916666,5400,Office & Admin Sppt,2910.0,All other,4.2207756,0,F,1,1,Office & Admin Sppt,,"5400, 'Unemployed', 5860, 2910"
779034p,32.0,5700,Office & Admin Sppt,5700.0,Office & Admin Sppt,2.5071564,0,M,3,3,Office & Admin Sppt,,5700
5287030p,25.0,5240,Office & Admin Sppt,1110.0,IT,3.6708298,0,M,3,3,Office & Admin Sppt,,"5240, 1110"
6800038p,20.0,5100,Office & Admin Sppt,,Not Employed,,0,M,1,1,Office & Admin Sppt,,"5100, 'Unemployed'"
8064,18.916666,5400,Office & Admin Sppt,,Not Employed,,0,F,0,0,Office & Admin Sppt,,"5400, 'Unemployed', 3650, 'Unemployed'"
2784,27.25,5220,Office & Admin Sppt,5220.0,Office & Admin Sppt,-0.097036362,0,F,1,1,Office & Admin Sppt,,5220
3489003p,28.0,5100,Office & Admin Sppt,5100.0,Office & Admin Sppt,-33.115116,0,F,1,1,Office & Admin Sppt,,5100
1549,18.0,5810,Office & Admin Sppt,,Not Employed,,0,M,0,1,Office & Admin Sppt,,"5810, 'Student', 5240, 'Student', 5610, 'Student'"
5302,19.75,5860,Office & Admin Sppt,3600.0,Healthcare,8.0009861,0,F,0,2,Office & Admin Sppt,,"5860, 'Unemployed', 'Student', 3600"
4689,21.166666,5400,Office & Admin Sppt,5860.0,Office & Admin Sppt,0.43227959,0,F,1,1,Office & Admin Sppt,,"5400, 'Student', 5860, 'Student', 5860"
570030p,33.0,5860,Office & Admin Sppt,5860.0,Office & Admin Sppt,-0.30534935,0,M,2,2,Office & Admin Sppt,,5860
5677034p,31.0,5400,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5400, 'Unemployed'"
2181035p,24.0,5260,Office & Admin Sppt,5120.0,Office & Admin Sppt,-0.50327301,0,F,1,1,Office & Admin Sppt,,"5260, 5120"
6199,20.083334,5700,Office & Admin Sppt,,Not Employed,,0,F,0,0,Office & Admin Sppt,,"5700, 'Student', 'Unemployed'"
2444030p,28.0,5700,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5700, 'Unemployed', 5700, 'Unemployed'"
1412,23.416666,5900,Office & Admin Sppt,3220.0,Healthcare,25.582634,0,F,1,3,Office & Admin Sppt,,"5900, 'Unemployed', 4430, 3220"
7020,26.0,5620,Office & Admin Sppt,,Not Employed,,0,M,1,1,Office & Admin Sppt,,"5620, 'Unemployed'"
5749178p,34.0,5860,Office & Admin Sppt,5860.0,Office & Admin Sppt,-2.9083891,0,F,1,1,Office & Admin Sppt,,5860
6093033p,31.0,5240,Office & Admin Sppt,,Not Employed,,0,F,3,3,Office & Admin Sppt,,"5240, 'Unemployed'"
833189p,28.0,5000,Office & Admin Sppt,5000.0,Office & Admin Sppt,0.38495159,0,F,2,2,Office & Admin Sppt,,5000
1475,32.333332,5620,Office & Admin Sppt,,Not Employed,,0,F,2,3,Office & Admin Sppt,,"5620, 4810, 'Unemployed', 4110, 'Unemployed'"
4287,27.583334,5400,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5400, 'Unemployed'"
88030p,28.0,5700,Office & Admin Sppt,5700.0,Office & Admin Sppt,6.438776,0,F,1,3,Office & Admin Sppt,,5700
1178177p,22.0,5400,Office & Admin Sppt,2010.0,Educ/Legal/Social Services,6.1762066,0,F,1,1,Office & Admin Sppt,,"5400, 'Unemployed', 5400, 2010"
2590181p,21.0,5330,Office & Admin Sppt,5330.0,Office & Admin Sppt,1.0855751,0,F,1,1,Office & Admin Sppt,,5330
5193,18.833334,5860,Office & Admin Sppt,2200.0,Educ/Legal/Social Services,2.4119349,0,F,0,1,Office & Admin Sppt,,"5860, 'Student', 5860, 2340, 5860, 'Student', 5860, 2540, 2200"
2106,33.25,5310,Office & Admin Sppt,,Not Employed,,0,F,3,3,Office & Admin Sppt,,"5310, 3410, 5310, 'Unemployed'"
6413,19.25,5700,Office & Admin Sppt,5700.0,Office & Admin Sppt,-0.55809498,0,F,1,1,Office & Admin Sppt,,"5700, 2720, 5700, 3130, 5700"
197172p,24.0,5700,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5700, 'Unemployed'"
6201,19.166666,5110,Office & Admin Sppt,5110.0,Office & Admin Sppt,-0.5421257,0,F,1,1,Office & Admin Sppt,,5110
1701178p,33.0,5110,Office & Admin Sppt,5000.0,Office & Admin Sppt,-2.8773403,0,F,1,1,Office & Admin Sppt,,"5110, 5700, 5000"
868,22.75,5400,Office & Admin Sppt,5520.0,Office & Admin Sppt,6.6581459,0,F,1,1,Office & Admin Sppt,,"5400, 'Unemployed', 5520"
2327031p,30.0,5610,Office & Admin Sppt,,Not Employed,,0,M,1,1,Office & Admin Sppt,,"5610, 'Unemployed'"
2545030p,32.0,5820,Office & Admin Sppt,5330.0,Office & Admin Sppt,-0.80344009,0,F,1,1,Office & Admin Sppt,,"5820, 5330"
1887034p,24.0,5240,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5240, 'Unemployed'"
1459,22.166666,5600,Office & Admin Sppt,,Not Employed,,0,F,1,3,Office & Admin Sppt,,"5600, 'Student', 'Unemployed'"
784,20.25,5620,Office & Admin Sppt,,Not Employed,,0,M,1,1,Office & Admin Sppt,,"5620, 7000, 7240, 'Unemployed'"
5947030p,32.0,5700,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5700, 'Unemployed'"
6598,23.75,5700,Office & Admin Sppt,5700.0,Office & Admin Sppt,5.6353159,0,F,0,0,Office & Admin Sppt,,"5700, 5400, 'Unemployed', 5700"
6262033p,30.0,5420,Office & Admin Sppt,5420.0,Office & Admin Sppt,1.8824921,0,F,3,3,Office & Admin Sppt,,5420
142,25.833334,5240,Office & Admin Sppt,5240.0,Office & Admin Sppt,6.3635559,0,F,1,1,Office & Admin Sppt,,"5240, 'Unemployed', 5240"
7262,22.916666,5160,Office & Admin Sppt,5260.0,Office & Admin Sppt,3.9284105,0,F,1,1,Office & Admin Sppt,,"5160, 5260"
5526198p,19.0,5300,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5300, 'Unemployed'"
437,21.083334,5240,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5240, 'Unemployed'"
6187037p,26.0,5220,Office & Admin Sppt,5220.0,Office & Admin Sppt,2.7886429,0,F,1,1,Office & Admin Sppt,,5220
3416,19.583334,5700,Office & Admin Sppt,910.0,Mgmt/Biz/Financial,9.9826708,0,F,1,3,Office & Admin Sppt,,"5700, 5260, 'Unemployed', 910"
5171031p,29.0,5700,Office & Admin Sppt,5700.0,Office & Admin Sppt,2.4916916,0,F,1,1,Office & Admin Sppt,,5700
2067034p,28.0,5860,Office & Admin Sppt,5700.0,Office & Admin Sppt,0.4383297,0,F,1,1,Office & Admin Sppt,,"5860, 5700"
647031p,26.0,5000,Office & Admin Sppt,5000.0,Office & Admin Sppt,10.112377,0,M,1,1,Office & Admin Sppt,,5000
8613,18.0,5260,Office & Admin Sppt,,Not Employed,,0,M,0,1,Office & Admin Sppt,,"5260, 3950, 'Student', 5930, 'Student', 5930, 'Student'"
5897174p,26.0,5860,Office & Admin Sppt,,Not Employed,,0,M,1,1,Office & Admin Sppt,,"5860, 'Unemployed'"
1434033p,33.0,5700,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5700, 'Unemployed'"
706179p,22.0,5240,Office & Admin Sppt,5400.0,Office & Admin Sppt,0.51789093,0,F,1,1,Office & Admin Sppt,,"5240, 'Unemployed', 5400"
2486031p,32.0,5700,Office & Admin Sppt,5400.0,Office & Admin Sppt,0.69196701,0,F,1,1,Office & Admin Sppt,,"5700, 5400"
7633,21.333334,5700,Office & Admin Sppt,2320.0,Educ/Legal/Social Services,4.6355476,0,F,1,2,Office & Admin Sppt,,"5700, 'Unemployed', 5240, 2320"
713033p,28.0,5840,Office & Admin Sppt,5840.0,Office & Admin Sppt,-0.77462864,0,F,1,1,Office & Admin Sppt,,5840
8451,21.166666,5020,Office & Admin Sppt,5250.0,Office & Admin Sppt,5.2158003,0,F,1,1,Office & Admin Sppt,,"5020, 4110, 5250"
1107030p,21.0,5600,Office & Admin Sppt,5400.0,Office & Admin Sppt,2.4707108,0,F,1,1,Office & Admin Sppt,,"5600, 5400"
6216030p,25.0,5250,Office & Admin Sppt,5250.0,Office & Admin Sppt,3.7440243,0,F,3,3,Office & Admin Sppt,,5250
2285177p,26.0,5110,Office & Admin Sppt,5110.0,Office & Admin Sppt,-0.10672188,0,F,1,1,Office & Admin Sppt,,5110
2738,21.666666,5900,Office & Admin Sppt,5160.0,Office & Admin Sppt,-5.1640415,0,M,1,1,Office & Admin Sppt,,"5900, 'Unemployed', 5160"
6155,24.083334,5860,Office & Admin Sppt,2200.0,Educ/Legal/Social Services,7.9719458,0,F,1,3,Office & Admin Sppt,,"5860, 2200"
8553,18.583334,5240,Office & Admin Sppt,5100.0,Office & Admin Sppt,-0.57941532,0,M,0,1,Office & Admin Sppt,,"5240, 5100, 5240, 5100"
1225,21.166666,5260,Office & Admin Sppt,5260.0,Office & Admin Sppt,1.1979265,0,F,1,1,Office & Admin Sppt,,5260
6774,21.333334,5260,Office & Admin Sppt,5240.0,Office & Admin Sppt,5.7623911,0,F,1,1,Office & Admin Sppt,,"5260, 5240"
656176p,31.0,100,Office & Admin Sppt,100.0,Office & Admin Sppt,1.0321159,0,M,1,2,Office & Admin Sppt,,100
1201,21.75,5810,Office & Admin Sppt,6250.0,Construction,15.539637,0,M,1,1,Office & Admin Sppt,,"5810, 'Unemployed', 6260, 6250, 6260, 6250, 6260, 6250"
6921,21.25,5540,Office & Admin Sppt,5700.0,Office & Admin Sppt,-2.5652599,0,F,1,1,Office & Admin Sppt,,"5540, 'Unemployed', 5540, 'Unemployed', 5700"
1121033p,21.0,5300,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5300, 'Unemployed'"
4631,22.0,5300,Office & Admin Sppt,,Not Employed,,0,M,1,3,Office & Admin Sppt,,"5300, 4250, 5300, 'Unemployed'"
4236,21.083334,5620,Office & Admin Sppt,4720.0,Sales,-1.2208376,0,F,1,1,Office & Admin Sppt,,"5620, 'Unemployed', 2340, 'Unemployed', 4720"
8114,26.666666,5400,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5400, 'Unemployed'"
3379004p,20.0,5330,Office & Admin Sppt,,Not Employed,,0,F,0,0,Office & Admin Sppt,,"5330, 'Unemployed'"
41194p,23.0,5420,Office & Admin Sppt,5240.0,Office & Admin Sppt,0.63165474,0,F,1,1,Office & Admin Sppt,,"5420, 5240"
267171p,28.0,5700,Office & Admin Sppt,2140.0,Educ/Legal/Social Services,-8.1980619,0,F,3,3,Office & Admin Sppt,,"5700, 2140"
1994030p,33.0,5000,Office & Admin Sppt,230.0,Educ/Legal/Social Services,15.554951,0,F,3,3,Office & Admin Sppt,,"5000, 230"
6635032p,32.0,5330,Office & Admin Sppt,910.0,Mgmt/Biz/Financial,0.63308334,0,F,1,1,Office & Admin Sppt,,"5330, 910"
5299036p,23.0,5340,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5340, 'Unemployed'"
1969030p,34.0,5620,Office & Admin Sppt,5630.0,Office & Admin Sppt,-0.43170547,0,F,1,2,Office & Admin Sppt,,"5620, 5630"
3085003p,29.0,5250,Office & Admin Sppt,5250.0,Office & Admin Sppt,-0.98226166,0,M,3,3,Office & Admin Sppt,,5250
2253,21.416666,5860,Office & Admin Sppt,2850.0,All other,5.1824112,0,M,1,3,Office & Admin Sppt,,"5860, 'Student', 5860, 2850"
736174p,32.0,5150,Office & Admin Sppt,4220.0,Personal Service,1.7352352,0,M,1,1,Office & Admin Sppt,,"5150, 4220"
1701033p,21.0,5840,Office & Admin Sppt,5700.0,Office & Admin Sppt,0.14835358,0,F,1,1,Office & Admin Sppt,,"5840, 5700"
1047031p,32.0,5700,Office & Admin Sppt,5860.0,Office & Admin Sppt,-1.0906372,0,F,1,1,Office & Admin Sppt,,"5700, 5860"
4078,19.166666,5400,Office & Admin Sppt,5240.0,Office & Admin Sppt,2.8996677,0,F,1,1,Office & Admin Sppt,,"5400, 5240"
5570187p,30.0,5860,Office & Admin Sppt,5860.0,Office & Admin Sppt,-1.3076468,0,M,3,3,Office & Admin Sppt,,5860
2004,20.333334,5400,Office & Admin Sppt,5520.0,Office & Admin Sppt,6.5410728,0,F,1,1,Office & Admin Sppt,,"5400, 'Unemployed', 5520"
3582,20.416666,5240,Office & Admin Sppt,730.0,Mgmt/Biz/Financial,-1.4635296,0,M,1,1,Office & Admin Sppt,,"5240, 5400, 'Student', 5840, 730"
6674031p,28.0,5100,Office & Admin Sppt,4920.0,Sales,-1.5334759,0,M,1,1,Office & Admin Sppt,,"5100, 4920"
3628,20.333334,5860,Office & Admin Sppt,2340.0,Educ/Legal/Social Services,18.685173,0,F,1,3,Office & Admin Sppt,,"5860, 4720, 5860, 4720, 5860, 5820, 'Student', 4720, 1550, 'Student', 4710, 2340"
8810,22.083334,5360,Office & Admin Sppt,620.0,Mgmt/Biz/Financial,11.257617,0,F,1,2,Office & Admin Sppt,,"5360, 'Student', 'Unemployed', 620"
5462172p,23.0,5860,Office & Admin Sppt,5240.0,Office & Admin Sppt,4.7876806,0,F,1,3,Office & Admin Sppt,,"5860, 'Unemployed', 5240, 'Unemployed', 5240"
2569031p,33.0,5700,Office & Admin Sppt,130.0,Mgmt/Biz/Financial,-1.5989208,1,F,2,2,Office & Admin Sppt,,"5700, 130"
3236002p,27.0,5140,Office & Admin Sppt,620.0,Mgmt/Biz/Financial,5.673727,0,F,1,1,Office & Admin Sppt,,"5140, 'Unemployed', 620"
5570209p,30.0,5840,Office & Admin Sppt,2010.0,Educ/Legal/Social Services,3.4288311,0,F,3,3,Office & Admin Sppt,,"5840, 2010"
5170184p,30.0,5700,Office & Admin Sppt,5700.0,Office & Admin Sppt,1.2867203,0,F,1,1,Office & Admin Sppt,,5700
438,22.5,5620,Office & Admin Sppt,5620.0,Office & Admin Sppt,2.1162071,0,M,0,1,Office & Admin Sppt,,5620
3369005p,25.0,5860,Office & Admin Sppt,5860.0,Office & Admin Sppt,8.3214531,0,M,3,3,Office & Admin Sppt,,5860
1570030p,27.0,5240,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5240, 'Unemployed'"
984175p,34.0,5120,Office & Admin Sppt,5240.0,Office & Admin Sppt,-0.9243784,0,F,1,1,Office & Admin Sppt,,"5120, 5240"
2409175p,20.0,5620,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5620, 'Unemployed', 5620, 'Unemployed'"
8583,19.166666,5400,Office & Admin Sppt,,Not Employed,,0,F,0,0,Office & Admin Sppt,,"5400, 'Student', 5400, 'Unemployed', 'Student', 5620, 'Student'"
5526046p,25.0,5560,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5560, 'Unemployed', 5560, 'Unemployed'"
18038p,24.0,5700,Office & Admin Sppt,620.0,Mgmt/Biz/Financial,0.90244675,0,F,1,1,Office & Admin Sppt,,"5700, 620"
2887035p,26.0,5620,Office & Admin Sppt,4250.0,Personal Service,0.70556927,0,M,0,0,Office & Admin Sppt,,"5620, 'Unemployed', 4250"
8731,26.166666,5860,Office & Admin Sppt,3520.0,Healthcare,6.1892586,0,F,1,1,Office & Admin Sppt,,"5860, 3520, 'Unemployed', 3520"
2376,19.75,5860,Office & Admin Sppt,5810.0,Office & Admin Sppt,6.0011969,0,M,1,3,Office & Admin Sppt,,"5860, 5120, 5810"
6615031p,29.0,5120,Office & Admin Sppt,800.0,Mgmt/Biz/Financial,1.2690372,0,F,1,1,Office & Admin Sppt,,"5120, 800"
4476,21.666666,5810,Office & Admin Sppt,3300.0,Healthcare,2.8571177,0,F,1,3,Office & Admin Sppt,,"5810, 'Student', 1960, 'Unemployed', 3300"
1092172p,32.0,5000,Office & Admin Sppt,5000.0,Office & Admin Sppt,2.244566,0,M,3,3,Office & Admin Sppt,,5000
170,23.416666,5240,Office & Admin Sppt,5240.0,Office & Admin Sppt,4.0158138,0,F,1,1,Office & Admin Sppt,,5240
1837174p,20.0,5240,Office & Admin Sppt,5700.0,Office & Admin Sppt,2.1777029,0,F,1,1,Office & Admin Sppt,,"5240, 'Unemployed', 5240, 'Unemployed', 5240, 5700"
3473172p,22.0,5000,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5000, 'Unemployed'"
5299033p,33.0,5120,Office & Admin Sppt,5120.0,Office & Admin Sppt,-1.0223722,0,F,1,1,Office & Admin Sppt,,5120
3479,22.416666,5100,Office & Admin Sppt,5700.0,Office & Admin Sppt,14.061725,0,F,0,0,Office & Admin Sppt,,"5100, 5700"
6986,19.916666,5400,Office & Admin Sppt,4810.0,Sales,6.519433,0,F,0,1,Office & Admin Sppt,,"5400, 'Student', 'Unemployed', 5400, 4810"
8494,18.916666,5320,Office & Admin Sppt,5930.0,Office & Admin Sppt,48.84169,0,F,1,1,Office & Admin Sppt,,"5320, 2300, 5260, 5110, 'Unemployed', 5930"
45030p,32.0,5340,Office & Admin Sppt,5860.0,Office & Admin Sppt,-0.20960045,0,F,1,1,Office & Admin Sppt,,"5340, 5860"
1167033p,31.0,5520,Office & Admin Sppt,5810.0,Office & Admin Sppt,0.23357296,0,F,2,2,Office & Admin Sppt,,"5520, 5810"
1094174p,33.0,5700,Office & Admin Sppt,5700.0,Office & Admin Sppt,0.8754158,0,F,1,1,Office & Admin Sppt,,"5700, 5360, 5700"
7435,20.416666,5240,Office & Admin Sppt,5400.0,Office & Admin Sppt,10.208229,0,M,1,1,Office & Admin Sppt,,"5240, 'Unemployed', 5400"
2250031p,25.0,5860,Office & Admin Sppt,3640.0,Healthcare,0.042573929,0,F,1,1,Office & Admin Sppt,,"5860, 3640"
1954171p,26.0,5700,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5700, 'Unemployed', 5700, 'Unemployed'"
478186p,23.0,5700,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5700, 'Unemployed'"
5136181p,21.0,5700,Office & Admin Sppt,130.0,Mgmt/Biz/Financial,3.7813778,1,F,1,1,Office & Admin Sppt,,"5700, 5000, 130"
3021172p,23.0,5120,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5120, 'Unemployed'"
1613035p,24.0,5400,Office & Admin Sppt,5110.0,Office & Admin Sppt,2.0521641,0,F,1,1,Office & Admin Sppt,,"5400, 5110"
1141189p,28.0,5700,Office & Admin Sppt,,Not Employed,,0,F,3,3,Office & Admin Sppt,,"5700, 'Unemployed'"
6605033p,21.0,5700,Office & Admin Sppt,,Not Employed,,0,F,1,1,Office & Admin Sppt,,"5700, 'Unemployed'"
2763174p,31.0,5520,Office & Admin Sppt,5350.0,Office & Admin Sppt,0.68560791,0,F,1,1,Office & Admin Sppt,,"5520, 5350"
2590030p,29.0,5420,Office & Admin Sppt,5000.0,Office & Admin Sppt,1.1180458,0,F,1,1,Office & Admin Sppt,,"5420, 5000"
4539,22.75,5240,Office & Admin Sppt,5160.0,Office & Admin Sppt,3.6523914,0,F,1,2,Office & Admin Sppt,,"5240, 5300, 5160"
